,DOB,Height,Name,Reach,Stance,Weight
0,16-01-1974,74,Paul Buentello,77, Orthodox,245
0,12-01-1985,63,Angela Hill,64, Orthodox,115
0,07-04-1995,75,Hu Yaozong,72, Orthodox,205
0,23-12-1980,69,Dan Barrera,0, Orthodox,170
0,13-05-1992,75,Sergei Pavlovich,84, Southpaw,257
0,01-12-1987,74,Curtis Millender,76, Orthodox,170
0,13-09-1975,74,Christian Wellisch,77, Orthodox,234
0,11-05-1987,72,Kamaru Usman,76, Switch,170
0,27-11-1995,69,Charles Jourdain,69, Switch,155
0,28-07-1987,68,Willamy Freire,0,,155
0,08-12-1986,74,Steve Cantwell,75, Orthodox,185
0,25-08-1991,74,Leon Edwards,74, Southpaw,170
0,01-09-1982,73,Garreth McLellan,72, Southpaw,185
0,20-04-1994,68,Jonathan Martinez,70, Southpaw,135
0,16-10-1981,66,Frankie Edgar,68, Orthodox,145
0,20-03-1982,61,Robbie Lawler,74, Southpaw,170
0,14-09-1988,61,Alan Omer,71, Orthodox,145
0,15-09-1991,61,Mike Perry,71, Orthodox,170
0,09-12-1980,68,Aaron Riley,69, Southpaw,155
0,05-09-1978,75,Rob MacDonald,78, Orthodox,205
0,16-06-1963,69,Paul Jones,0, Orthodox,199
0,09-05-1976,67,Spencer Fisher,70, Southpaw,155
0,26-01-1970,74,Dan Bobish,0, Southpaw,345
0,19-11-1982,67,Masanori Kanehara,67, Orthodox,135
0,13-02-1980,69,Anthony Lapsley,71, Southpaw,170
0,28-04-1989,61,Jonavin Webb,71, Orthodox,170
0,14-07-1988,69,Conor McGregor,74, Southpaw,155
0,13-08-1986,67,Russell Doane,70, Orthodox,135
0,25-12-1988,65,Dustin Ortiz,65, Orthodox,125
0,18-01-1985,69,Diego Ferreira,74, Orthodox,155
0,29-09-1981,74,James Te Huna,75, Orthodox,185
0,02-08-1983,73,Nick Diaz,76, Southpaw,185
0,31-08-1994,66,Mark De La Rosa,65, Orthodox,135
0,18-09-1975,72,Mike Pyle,74, Orthodox,170
0,28-06-1986,69,Jason Young,73, Orthodox,145
0,20-09-1977,75,Eric Schafer,75, Orthodox,185
0,18-03-1991,67,Tyler Diamond,69, Orthodox,145
0,24-08-1972,73,Trevor Prangley,75, Orthodox,185
0,0,68,Keith Mielke,0,,185
0,24-07-1984,64,Joshua Sampo,64, Orthodox,125
0,0,68,Eugenio Tadeu,0, Orthodox,160
0,0,75,Marcus Silveira,0, Orthodox,242
0,27-07-1986,66,Jessica Eye,66, Orthodox,125
0,22-06-1993,65,Taila Santos,68, Orthodox,125
0,06-01-1978,61,James Giboo,0, Orthodox,170
0,17-08-1991,69,Richie Smullen,68, Orthodox,155
0,30-04-1977,72,Yoel Romero,73, Southpaw,185
0,05-01-1981,75,Trevor Smith,75, Orthodox,185
0,30-05-1978,73,Lyoto Machida,74, Southpaw,185
0,17-07-1988,72,Danny Henry,73, Orthodox,145
0,31-07-1990,79,Daniel Spitz,82, Orthodox,245
0,09-10-1980,73,Jorge Santiago,74, Orthodox,170
0,01-09-1981,72,Nick Catone,72, Southpaw,185
0,26-11-1982,67,Reginaldo Vieira,65,,135
0,15-11-1991,65,Lauren Mueller,67, Orthodox,125
0,26-09-1982,66,Hugo Viana,67, Orthodox,135
0,01-03-1994,61,Nohelin Hernandez,71, Orthodox,135
0,15-12-1983,72,Cole Williams,73, Orthodox,170
0,22-10-1986,61,Rin Nakai,60, Orthodox,135
0,14-03-1992,69,Lando Vannata,71, Orthodox,155
0,26-04-1984,74,Carlos Condit,75, Orthodox,170
0,10-10-1977,75,Brandon Vera,76, Orthodox,230
0,02-07-1987,67,Godofredo Pepey,73, Orthodox,145
0,18-02-1991,76,Curtis Blaydes,80, Orthodox,265
0,12-06-1980,61,Jason Dent,71, Orthodox,155
0,29-10-1987,75,Antonio Braga Neto,77, Orthodox,185
0,13-07-1979,72,Jonathan Goulet,73, Orthodox,170
0,07-10-1992,72,Mike Davis,72, Orthodox,155
0,27-11-1990,68,Lukasz Sajewski,71, Orthodox,155
0,07-02-1987,72,Wagner Silva,71, Orthodox,170
0,26-04-1979,72,Bobby Voelker,75, Orthodox,170
0,04-03-1985,66,Josh Emmett,70, Orthodox,145
0,17-01-1966,75,Gary Goodridge,0, Orthodox,249
0,03-02-1988,65,Daniel Teymur,69, Orthodox,145
0,08-10-1982,68,Ken Stone,71,,135
0,05-09-1988,67,Raquel Pennington,67, Orthodox,135
0,01-03-1983,67,John Howard,71, Orthodox,170
0,24-10-1987,61,Chris Holdsworth,71,,135
0,09-07-1987,68,Ashlee Evans-Smith,67, Orthodox,125
0,26-06-1984,67,Eddie Wineland,69, Orthodox,135
0,08-12-1972,61,Frank Shamrock,0, Orthodox,185
0,18-12-1988,72,Bojan Velickovic,76, Southpaw,170
0,08-04-1988,73,Andrew Sanchez,74, Orthodox,185
0,18-08-1985,75,Gian Villante,76, Orthodox,205
0,16-03-1979,75,Forrest Griffin,77, Orthodox,205
0,28-07-1988,61,Gunnar Nelson,72, Switch,170
0,26-10-1981,75,Seth Baczynski,74, Orthodox,170
0,08-05-1983,73,Danillo Villefort,0, Orthodox,185
0,18-04-1996,68,Yanan Wu,66, Orthodox,125
0,15-05-1978,73,Chad Griggs,73, Orthodox,205
0,05-05-1976,75,Alex Schoenauer,0, Orthodox,185
0,09-01-1979,72,Jake Shields,72, Orthodox,170
0,14-10-1986,69,Jim Alers,71, Orthodox,145
0,09-05-1986,61,Roger Zapata,74, Southpaw,170
0,21-05-1989,67,Dustin Kimura,71, Orthodox,135
0,26-04-1988,66,Marlon Moraes,67, Orthodox,135
0,14-03-1984,73,Simeon Thoresen,79, Orthodox,170
0,16-06-1986,68,Chris Gruetzemacher,68, Orthodox,155
0,30-05-1979,69,Antonio Carvalho,68, Orthodox,145
0,06-01-1981,72,Josh Rafferty,0, Orthodox,170
0,03-12-1977,69,Cristiano Marcello,72, Orthodox,155
0,26-12-1991,61,Albert Tumenov,73, Orthodox,170
0,20-06-1978,73,Rampage Jackson,73, Orthodox,205
0,06-01-1983,61,Johnny Bedford,71, Orthodox,135
0,14-04-1977,67,Jessica Rakoczy,68, Orthodox,115
