,Winner,R_fighter,Fighter,Height,Reach,Stance,Weight,age,loss,win,draws,streak,cum_match_time,avg_cum_KD,avg_cum_Sub. att,avg_cum_Pass,avg_cum_Rev.,avg_cum_Sig. str. Hits,avg_cum_Sig. str. Attempts,avg_cum_Total str. Hits,avg_cum_Total str. Attempts,avg_cum_Td Hits,avg_cum_Td Attempts,avg_cum_Head Hits,avg_cum_Head Attempts,avg_cum_Body Hits,avg_cum_Body Attempts,avg_cum_Leg Hits,avg_cum_Leg Attempts,avg_cum_Distance Hits,avg_cum_Distance Attempts,avg_cum_Clinch Hits,avg_cum_Clinch Attempts,avg_cum_Ground Hits,avg_cum_Ground Attempts,eff_sig_str,eff_hits,eff_tds,eff_head,eff_leg,eff_body,eff_distance,eff_clinch,eff_ground,Fighter.1,Height.1,Reach.1,Stance.1,Weight.1,age.1,loss.1,win.1,draws.1,streak.1,cum_match_time.1,avg_cum_KD.1,avg_cum_Sub. att.1,avg_cum_Pass.1,avg_cum_Rev..1,avg_cum_Sig. str. Hits.1,avg_cum_Sig. str. Attempts.1,avg_cum_Total str. Hits.1,avg_cum_Total str. Attempts.1,avg_cum_Td Hits.1,avg_cum_Td Attempts.1,avg_cum_Head Hits.1,avg_cum_Head Attempts.1,avg_cum_Body Hits.1,avg_cum_Body Attempts.1,avg_cum_Leg Hits.1,avg_cum_Leg Attempts.1,avg_cum_Distance Hits.1,avg_cum_Distance Attempts.1,avg_cum_Clinch Hits.1,avg_cum_Clinch Attempts.1,avg_cum_Ground Hits.1,avg_cum_Ground Attempts.1,eff_sig_str.1,eff_hits.1,eff_tds.1,eff_head.1,eff_leg.1,eff_body.1,eff_distance.1,eff_clinch.1,eff_ground.1,WEIGHT_CLASS,title_bout,location,attendance,num_rounds,label,matches,matches.1
30,win,Marcin Tybura,Marcin Tybura,75,78, Orthodox,249,34.33,5.0,4.0,0.0,-2.0,111.68,0.09,0.09,1.88,0.09,36.09,69.75,63.31,101.18,0.98,1.61,23.73,53.99,5.91,8.33,6.45,7.43,21.94,51.13,4.57,5.82,9.58,12.8,0.52,0.63,0.61,0.44,0.87,0.71,0.43,0.78,0.75,Serghei Spivac,75,78, Orthodox,260,25.12,1.0,1.0,0.0,1.0,9.06,0.0,1.1,6.62,0.0,26.49,49.67,45.25,69.54,6.62,8.83,24.28,47.46,1.1,1.1,1.1,1.1,9.93,33.11,1.1,1.1,15.45,15.45,0.53,0.65,0.75,0.51,1.0,1.0,0.3,1.0,1.0,Heavyweight,0.0,"Norfolk, Virginia, USA",7098.0,3,0,10.0,3.0
31,win,Luis Pena,Luis Pena,75,75, Southpaw,155,26.67,2.0,3.0,0.0,-1.0,59.760000000000005,0.17,0.67,1.84,1.34,36.98,81.66,44.51,89.69,0.84,2.68,31.79,73.63,4.69,7.53,0.5,0.5,19.91,55.05,5.19,8.53,11.88,18.07,0.45,0.5,0.31,0.43,1.0,0.62,0.36,0.61,0.66,Steve Garcia,72,75, Southpaw,155,27.79,0.0,0.0,0.0,0.0,15.0,0.0,0.67,0.0,0.0,14.0,26.0,65.33,102.0,0.67,0.67,10.0,21.33,1.33,2.0,2.67,2.67,9.33,18.0,0.67,0.67,4.0,7.33,0.54,0.64,1.0,0.47,1.0,0.67,0.52,1.0,0.55,Lightweight,0.0,"Norfolk, Virginia, USA",7098.0,3,0,6.0,1.0
32,win,Jordan Griffin,TJ Brown,69,72, Switch,145,29.79,0.0,0.0,0.0,0.0,8.63,0.0,0.0,4.63,0.0,37.08,54.46,105.45,137.89,8.11,8.11,30.13,45.19,6.95,8.11,0.0,1.16,10.43,25.49,11.59,11.59,15.06,17.38,0.68,0.76,1.0,0.67,0.0,0.86,0.41,1.0,0.87,Jordan Griffin,61,73, Southpaw,145,30.02,2.0,0.0,0.0,-2.0,30.0,0.0,1.0,1.0,1.0,31.0,64.67,45.67,81.67,0.33,1.0,28.33,61.33,2.67,3.33,0.0,0.0,21.0,48.67,1.33,1.33,8.67,14.67,0.48,0.56,0.33,0.46,0.0,0.8,0.43,1.0,0.59,Featherweight,0.0,"Norfolk, Virginia, USA",7098.0,3,1,1.0,3.0
33,win,Spike Carlyle,Aalon Cruz,72,78, Switch,145,30.46,0.0,0.0,0.0,0.0,1.42,0.0,0.0,0.0,0.0,14.08,84.51,14.08,84.51,0.0,7.04,14.08,28.17,0.0,28.17,0.0,28.17,14.08,84.51,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.5,0.0,0.0,0.17,0.0,0.0,Spike Carlyle,68,71, Switch,145,26.84,0.0,0.0,0.0,0.0,1.42,0.0,0.0,7.04,0.0,140.85,204.23,204.23,267.61,0.0,0.0,133.8,190.14,0.0,7.04,7.04,7.04,14.08,42.25,28.17,35.21,98.59,126.76,0.69,0.76,0.0,0.7,1.0,0.0,0.33,0.8,0.78,Featherweight,0.0,"Norfolk, Virginia, USA",7098.0,3,1,1.0,1.0
34,win,Sean Brady,Sean Brady,61,72, Orthodox,170,27.28,0.0,1.0,0.0,1.0,15.0,0.67,0.0,0.0,0.0,79.33,140.0,98.67,160.0,1.33,2.0,56.67,112.0,5.33,8.67,17.33,19.33,77.33,135.33,2.0,4.0,0.0,0.67,0.57,0.62,0.67,0.51,0.9,0.62,0.57,0.5,0.0,Ismail Naurdiev,61,74, Orthodox,170,23.55,1.0,2.0,0.0,1.0,45.0,0.0,0.22,1.78,0.44,34.0,60.44,68.89,101.56,1.11,1.33,17.56,38.44,8.22,11.33,8.22,10.67,24.89,47.78,2.89,3.78,6.22,8.89,0.56,0.68,0.83,0.46,0.77,0.73,0.52,0.76,0.7,Welterweight,0.0,"Norfolk, Virginia, USA",7098.0,3,0,2.0,4.0
35,win,Dan Hooker,Dan Hooker,72,75, Switch,155,30.04,4.0,9.0,0.0,2.0,113.26,0.62,0.26,0.44,0.18,47.32,107.19,64.54,126.88,0.26,0.79,32.93,84.14,5.74,10.42,8.65,12.63,39.38,94.3,4.06,7.86,3.88,5.03,0.44,0.51,0.33,0.39,0.69,0.55,0.42,0.52,0.77,Paul Felder,61,70, Orthodox,155,35.85,4.0,9.0,0.0,2.0,156.28,0.19,0.19,0.32,0.0,35.51,82.54,43.77,91.25,0.19,0.7,20.54,62.52,7.04,10.11,7.93,9.92,24.06,65.72,5.37,8.0,6.08,8.83,0.43,0.48,0.27,0.33,0.8,0.7,0.37,0.67,0.69,Lightweight,0.0,"Auckland, New Zealand",10025.0,5,0,14.0,14.0
36,win,Jimmy Crute,Michal Oleksiejczuk,72,74, Southpaw,205,25.02,1.0,2.0,1.0,-1.0,25.07,1.6,0.0,0.4,0.0,53.85,95.73,69.41,112.88,0.8,1.2,32.31,70.2,18.35,21.94,3.19,3.59,45.87,85.76,2.39,2.79,5.58,7.18,0.56,0.61,0.67,0.46,0.89,0.84,0.53,0.86,0.78,Jimmy Crute,74,74, Orthodox,205,23.99,1.0,2.0,0.0,-1.0,21.299999999999997,0.47,1.88,4.23,1.41,24.41,49.3,44.13,73.24,0.47,0.47,19.72,43.19,1.88,2.35,2.82,3.76,6.1,18.78,1.88,2.35,16.43,28.17,0.5,0.6,1.0,0.46,0.75,0.8,0.33,0.8,0.58,Light Heavyweight,0.0,"Auckland, New Zealand",10025.0,3,1,5.0,4.0
37,win,Xiaonan Yan,Xiaonan Yan,65,63, Orthodox,115,30.71,0.0,4.0,0.0,4.0,60.0,0.0,0.0,0.17,0.0,68.5,169.67,72.0,174.33,0.17,0.33,50.17,140.0,4.5,8.33,13.83,21.33,62.67,160.33,5.0,8.17,0.83,1.17,0.4,0.41,0.5,0.36,0.65,0.54,0.39,0.61,0.71,Karolina Kowalkiewicz,63,64, Orthodox,115,34.38,5.0,5.0,0.0,-3.0,135.01999999999998,0.0,0.0,0.52,0.07,55.7,141.9,70.14,158.12,0.07,0.52,35.25,113.09,13.7,19.26,6.74,9.55,39.03,119.91,14.66,19.48,2.0,2.52,0.39,0.44,0.14,0.31,0.71,0.71,0.33,0.75,0.79,Women's Strawweight,0.0,"Auckland, New Zealand",10025.0,3,0,5.0,11.0
38,win,Marcos Rogerio de Lima,Ben Sosoli,72,72, Southpaw,265,30.22,0.0,0.0,1.0,-1.0,15.0,0.0,0.0,0.0,0.0,17.33,64.67,17.33,64.67,0.0,0.0,10.0,52.0,6.67,12.0,0.67,0.67,17.33,64.0,0.0,0.67,0.0,0.0,0.27,0.27,0.0,0.19,1.0,0.56,0.27,0.0,0.0,Marcos Rogerio de Lima,73,75, Orthodox,253,34.68,4.0,5.0,0.0,-1.0,42.470000000000006,0.94,0.71,2.59,0.24,33.67,58.63,72.29,102.66,0.71,1.18,20.25,39.32,5.65,9.18,7.77,10.12,14.6,33.91,4.24,4.94,14.83,19.78,0.57,0.7,0.6,0.51,0.77,0.62,0.43,0.86,0.75,Heavyweight,0.0,"Auckland, New Zealand",10025.0,3,1,2.0,10.0
39,win,Brad Riddell,Magomed Mustafaev,68,71, Orthodox,155,31.58,1.0,3.0,0.0,1.0,21.25,0.94,0.47,0.0,0.0,31.06,53.65,42.35,65.88,0.0,2.35,20.71,40.47,7.53,10.35,2.82,2.82,16.94,34.82,7.53,12.24,6.59,6.59,0.58,0.64,0.0,0.51,1.0,0.73,0.49,0.62,1.0,Brad Riddell,67,71, Orthodox,155,28.42,0.0,1.0,0.0,1.0,15.0,0.0,0.0,3.33,0.67,60.67,102.0,69.33,111.33,0.67,0.67,46.67,86.0,9.33,10.67,4.67,5.33,42.0,80.67,2.0,2.0,16.67,19.33,0.59,0.62,1.0,0.54,0.88,0.88,0.52,1.0,0.86,Lightweight,0.0,"Auckland, New Zealand",10025.0,3,1,5.0,2.0
40,win,Zubaira Tukhugov,Zubaira Tukhugov,68,68, Orthodox,145,29.12,1.0,3.0,1.0,-2.0,64.35,0.16,0.0,0.31,0.16,22.84,64.49,25.95,68.53,2.02,3.57,18.34,56.1,3.73,7.46,0.78,0.93,16.78,53.3,3.42,6.06,2.64,5.13,0.35,0.38,0.57,0.33,0.83,0.5,0.31,0.56,0.52,Kevin Aguilar,67,73, Orthodox,145,31.48,1.0,2.0,0.0,-1.0,45.0,0.22,0.0,0.44,0.22,39.33,114.44,50.22,125.56,0.22,0.44,23.11,92.22,14.0,19.33,2.22,2.89,31.33,102.44,3.56,6.0,4.44,6.0,0.34,0.4,0.5,0.25,0.77,0.72,0.31,0.59,0.74,Featherweight,0.0,"Auckland, New Zealand",10025.0,3,0,6.0,4.0
41,win,Jalin Turner,Jalin Turner,75,77, Southpaw,155,24.78,2.0,1.0,0.0,-1.0,19.75,0.51,0.51,0.51,0.51,37.97,96.71,41.52,100.76,0.0,0.0,29.37,83.54,8.1,12.15,0.51,1.01,33.92,89.62,1.01,3.04,3.04,4.05,0.39,0.41,0.0,0.35,0.5,0.67,0.38,0.33,0.75,Josh Culibao,61,73, Orthodox,155,25.77,0.0,0.0,0.0,0.0,8.02,0.0,0.0,0.0,0.0,14.96,34.91,14.96,37.41,0.0,3.74,8.73,26.18,4.99,7.48,1.25,1.25,11.22,28.68,3.74,6.23,0.0,0.0,0.43,0.4,0.0,0.33,1.0,0.67,0.39,0.6,0.0,Lightweight,0.0,"Auckland, New Zealand",10025.0,3,0,4.0,1.0
42,win,Jake Matthews,Emil Meek,61,74, Switch,170,31.53,2.0,1.0,0.0,-2.0,45.0,0.0,0.89,0.67,0.0,22.44,58.89,55.78,96.89,0.22,0.44,14.44,47.33,5.56,8.22,2.44,3.33,12.89,45.11,1.78,3.78,7.78,10.0,0.38,0.58,0.5,0.31,0.73,0.68,0.29,0.47,0.78,Jake Matthews,61,73, Orthodox,170,25.53,4.0,8.0,0.0,1.0,127.92000000000002,0.16,0.55,1.25,0.16,30.72,66.53,46.75,84.12,1.33,3.44,21.97,53.71,4.53,7.74,4.22,5.08,17.2,47.61,2.81,4.3,10.71,14.62,0.46,0.56,0.39,0.41,0.83,0.59,0.36,0.65,0.73,Welterweight,0.0,"Auckland, New Zealand",10025.0,3,1,4.0,13.0
43,win,Kenan Song,Kenan Song,72,71, Orthodox,170,29.98,1.0,3.0,0.0,1.0,40.0,0.5,0.0,0.0,0.25,41.25,91.25,43.0,93.75,0.0,0.0,27.5,67.75,5.75,12.75,8.0,10.75,34.0,82.25,3.0,4.25,4.25,4.75,0.45,0.46,0.0,0.41,0.74,0.45,0.41,0.71,0.89,Callan Potter,72,72, Orthodox,170,35.73,1.0,1.0,0.0,1.0,15.88,0.0,0.0,2.52,0.63,32.12,62.97,81.86,127.2,1.89,3.15,28.34,58.56,1.26,1.89,2.52,2.52,27.71,58.56,2.52,2.52,1.89,1.89,0.51,0.64,0.6,0.48,1.0,0.67,0.47,1.0,1.0,Welterweight,0.0,"Auckland, New Zealand",10025.0,3,0,5.0,3.0
44,win,Kai Kara-France,Tyson Nam,67,68, Orthodox,125,36.41,1.0,0.0,0.0,-1.0,15.0,0.0,0.0,0.0,0.0,26.67,113.33,28.67,115.33,0.0,0.0,18.67,99.33,4.67,10.0,3.33,4.0,25.33,109.33,1.33,4.0,0.0,0.0,0.24,0.25,0.0,0.19,0.83,0.47,0.23,0.33,0.0,Kai Kara-France,64,69, Orthodox,125,26.93,1.0,3.0,0.0,-1.0,60.0,0.33,0.0,0.83,0.17,52.83,128.33,65.33,142.83,0.5,1.33,37.0,106.17,7.5,11.83,8.33,10.33,42.5,110.0,0.5,0.83,9.83,17.5,0.41,0.46,0.38,0.35,0.81,0.63,0.39,0.6,0.56,Flyweight,0.0,"Auckland, New Zealand",10025.0,3,1,2.0,5.0
45,win,Angela Hill,Loma Lookboonmee,61,61, Orthodox,115,24.11,0.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,66.0,100.67,74.67,109.33,0.67,4.0,20.67,44.0,36.0,47.33,9.33,9.33,25.33,49.33,40.67,51.33,0.0,0.0,0.66,0.68,0.17,0.47,1.0,0.76,0.51,0.79,0.0,Angela Hill,63,64, Orthodox,115,35.13,7.0,6.0,0.0,2.0,163.54000000000002,0.12,0.06,0.18,0.06,59.68,118.93,67.81,128.16,0.31,0.73,37.54,89.64,14.92,21.03,7.22,8.25,43.23,96.8,13.39,17.79,3.06,4.34,0.5,0.53,0.42,0.42,0.87,0.71,0.45,0.75,0.7,Women's Strawweight,0.0,"Auckland, New Zealand",10025.0,3,1,2.0,14.0
46,win,Priscila Cachoeira,Shana Dobson,66,69,,125,30.92,2.0,1.0,0.0,-2.0,37.879999999999995,0.26,0.0,0.0,0.0,35.64,105.6,55.97,128.3,0.26,1.06,19.01,79.99,11.35,18.48,5.28,7.13,28.25,95.3,6.34,8.98,1.06,1.32,0.34,0.44,0.25,0.24,0.74,0.61,0.3,0.71,0.8,Priscila Cachoeira,67,65, Orthodox,125,31.53,3.0,0.0,0.0,-3.0,39.42,0.0,0.0,0.0,0.51,37.04,100.2,37.8,101.47,0.0,0.51,24.1,81.43,9.13,13.95,3.81,4.82,31.71,91.07,5.07,8.88,0.25,0.25,0.37,0.37,0.0,0.3,0.79,0.65,0.35,0.57,1.0,Women's Flyweight,0.0,"Auckland, New Zealand",10025.0,3,1,4.0,4.0
47,win,Jan Blachowicz,Corey Anderson,75,79, Orthodox,205,30.42,4.0,10.0,0.0,4.0,159.54,0.06,0.0,2.13,0.0,44.5,95.96,68.45,124.48,3.32,6.64,34.91,82.93,6.39,9.53,3.2,3.51,25.82,68.63,7.27,12.16,11.41,15.17,0.46,0.55,0.5,0.42,0.91,0.67,0.38,0.6,0.75,Jan Blachowicz,74,78, Orthodox,205,37.0,5.0,8.0,0.0,2.0,164.98000000000002,0.24,0.18,0.73,0.0,34.37,70.07,48.61,86.01,0.79,1.52,22.67,54.43,7.64,10.73,4.06,4.91,24.06,55.89,5.39,7.39,4.91,6.79,0.49,0.57,0.52,0.42,0.83,0.71,0.43,0.73,0.72,Light Heavyweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,5,1,15.0,14.0
48,win,Diego Sanchez,Michel Pereira,73,73, Orthodox,170,26.38,1.0,1.0,0.0,-1.0,16.78,0.6,0.0,0.0,0.0,22.65,51.25,36.95,70.32,1.19,2.98,10.13,31.59,11.32,18.47,1.19,1.19,16.69,45.29,5.96,5.96,0.0,0.0,0.44,0.53,0.4,0.32,1.0,0.61,0.37,1.0,0.0,Diego Sanchez,61,72, Southpaw,170,38.15,12.0,18.0,0.0,-1.0,368.9700000000001,0.16,0.49,1.3,0.08,27.32,72.85,36.83,83.96,0.98,4.31,19.3,61.36,6.4,9.46,1.63,2.03,15.34,53.45,3.01,5.04,8.97,14.36,0.38,0.44,0.23,0.31,0.8,0.68,0.29,0.6,0.62,Welterweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,3,1,3.0,31.0
49,win,Montana De La Rosa,Montana De La Rosa,67,68,,125,25.02,1.0,3.0,0.0,-1.0,38.97,0.0,1.54,2.31,0.0,24.89,79.04,54.66,111.62,1.8,5.39,20.02,71.08,3.59,6.42,1.28,1.54,15.4,63.9,2.05,5.65,7.44,9.49,0.31,0.49,0.33,0.28,0.83,0.56,0.24,0.36,0.78,Mara Romero Borella,66,69, Orthodox,125,33.73,2.0,2.0,0.0,-1.0,44.67,0.0,0.22,1.34,0.0,29.77,83.05,48.13,102.75,1.12,2.69,17.46,67.16,2.24,3.36,10.07,12.54,25.97,77.68,1.34,2.24,2.46,3.13,0.36,0.47,0.42,0.26,0.8,0.67,0.33,0.6,0.79,Women's Flyweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,3,0,5.0,5.0
50,win,Brok Weaver,Brok Weaver,72,73, Southpaw,170,28.22,0.0,0.0,0.0,0.0,4.03,0.0,2.48,0.0,0.0,12.41,22.33,14.89,24.81,0.0,0.0,7.44,14.89,0.0,0.0,4.96,7.44,9.93,17.37,0.0,2.48,2.48,2.48,0.56,0.6,0.0,0.5,0.67,0.0,0.57,0.0,1.0,Kazula Vargas,68,71, Southpaw,155,34.53,1.0,0.0,0.0,-1.0,15.0,0.0,0.0,0.0,0.67,13.33,28.0,39.33,61.33,0.0,0.67,10.67,24.67,1.33,2.0,1.33,1.33,8.67,22.67,0.0,0.0,4.67,5.33,0.48,0.64,0.0,0.43,1.0,0.67,0.38,0.0,0.88,Lightweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,3,0,1.0,2.0
51,win,Ray Borg,Rogerio Bontorin,65,67, Orthodox,125,27.83,0.0,2.0,0.0,2.0,17.93,0.0,1.12,1.67,0.56,26.77,51.31,33.46,58.56,1.67,4.46,18.4,41.83,6.13,6.69,2.23,2.79,22.31,46.85,3.9,3.9,0.56,0.56,0.52,0.57,0.38,0.44,0.8,0.92,0.48,1.0,1.0,Ray Borg,64,63, Orthodox,135,26.55,4.0,6.0,0.0,1.0,143.46,0.0,0.84,3.62,0.28,12.62,25.65,24.75,39.24,2.44,4.81,8.36,20.01,3.69,4.81,0.56,0.84,2.86,11.92,3.42,5.02,6.34,8.71,0.49,0.63,0.51,0.42,0.67,0.77,0.24,0.68,0.73,Flyweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,3,1,3.0,11.0
52,win,Lando Vannata,Yancy Medeiros,61,75, Orthodox,155,32.46,6.0,6.0,1.0,-2.0,92.58,0.97,0.43,0.54,0.32,41.05,115.68,44.5,119.46,0.11,0.32,26.68,93.54,9.83,16.63,4.54,5.51,34.24,106.07,3.56,5.18,3.24,4.43,0.35,0.37,0.33,0.29,0.82,0.59,0.32,0.69,0.73,Lando Vannata,69,71, Orthodox,155,27.94,4.0,2.0,2.0,-1.0,88.96,0.56,0.34,0.45,0.0,44.06,103.64,53.73,115.33,0.9,2.14,23.61,72.17,9.78,17.09,10.68,14.39,36.53,89.82,3.82,6.63,3.71,7.19,0.43,0.47,0.42,0.33,0.74,0.57,0.41,0.58,0.52,Lightweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,3,1,14.0,9.0
53,win,Daniel Rodriguez,Tim Means,74,75, Orthodox,170,36.01,8.0,11.0,1.0,1.0,190.01000000000002,0.42,0.16,0.47,0.11,48.73,106.31,63.37,122.05,0.58,1.26,31.26,81.89,12.21,18.84,5.26,5.58,37.26,89.36,5.63,7.95,5.84,9.0,0.46,0.52,0.46,0.38,0.94,0.65,0.42,0.71,0.65,Daniel Rodriguez,73,74, Southpaw,170,33.15,0.0,0.0,0.0,0.0,8.62,1.16,1.16,0.0,0.0,56.84,140.37,56.84,140.37,0.0,0.0,42.92,124.13,5.8,8.12,8.12,8.12,56.84,138.05,0.0,2.32,0.0,0.0,0.4,0.4,0.0,0.35,1.0,0.71,0.41,0.0,0.0,Welterweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,3,1,21.0,1.0
54,win,John Dodson,Nathaniel Wood,66,69, Orthodox,135,26.79,0.0,3.0,0.0,3.0,29.27,0.34,1.37,2.73,0.34,42.36,99.76,83.02,144.17,1.37,2.05,22.55,67.3,7.86,11.27,11.96,21.18,30.06,83.7,2.39,3.42,9.91,12.64,0.42,0.58,0.67,0.34,0.56,0.7,0.36,0.7,0.78,John Dodson,63,66, Orthodox,135,35.41,6.0,9.0,0.0,-2.0,206.32,0.48,0.0,0.1,0.0,32.76,80.65,37.51,85.74,0.53,1.84,18.03,62.28,10.13,13.18,4.6,5.19,27.82,73.62,3.83,5.57,1.11,1.45,0.41,0.44,0.29,0.29,0.89,0.77,0.38,0.69,0.77,Bantamweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,3,1,4.0,16.0
55,win,Scott Holtzman,Jim Miller,68,71, Southpaw,155,36.49,12.0,20.0,1.0,2.0,321.79,0.09,1.31,1.37,0.16,27.78,68.8,40.37,82.97,1.18,2.77,16.44,53.76,5.81,8.3,5.53,6.74,18.71,54.04,4.79,7.83,4.29,6.93,0.4,0.49,0.43,0.31,0.82,0.7,0.35,0.61,0.62,Scott Holtzman,69,69, Orthodox,155,36.4,3.0,6.0,0.0,1.0,126.37,0.32,0.16,1.74,0.24,43.6,85.62,72.01,117.35,1.58,2.69,30.62,67.34,8.07,12.03,4.91,6.25,24.69,59.59,7.91,10.68,11.0,15.35,0.51,0.61,0.59,0.45,0.78,0.67,0.41,0.74,0.72,Lightweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,3,1,34.0,10.0
56,win,Devin Clark,Dequan Townsend,75,79, Orthodox,205,33.79,2.0,0.0,0.0,-2.0,25.7,0.0,0.0,0.0,0.0,15.95,36.96,33.85,57.98,0.0,0.0,5.84,25.29,8.56,9.73,1.56,1.95,9.34,29.18,5.45,6.61,1.17,1.17,0.43,0.58,0.0,0.23,0.8,0.88,0.32,0.82,1.0,Devin Clark,72,75, Orthodox,205,29.87,4.0,4.0,0.0,-1.0,84.08,0.24,0.12,1.31,0.0,32.11,59.23,75.88,107.87,2.02,5.11,20.1,44.12,6.54,8.8,5.47,6.3,16.29,39.49,8.44,11.3,7.37,8.44,0.54,0.7,0.4,0.46,0.87,0.74,0.41,0.75,0.87,Light Heavyweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,3,1,3.0,9.0
57,win,Merab Dvalishvili,Merab Dvalishvili,66,68, Orthodox,135,29.12,2.0,2.0,0.0,2.0,60.0,0.17,0.0,1.17,0.0,37.5,99.17,101.0,169.5,4.5,10.33,28.33,86.17,4.83,7.67,4.33,5.33,18.33,64.33,5.83,10.33,13.33,24.5,0.38,0.6,0.44,0.33,0.81,0.63,0.28,0.56,0.54,Casey Kenney,67,68, Southpaw,135,28.93,0.0,2.0,0.0,2.0,30.0,0.0,0.33,3.67,1.33,25.0,40.33,34.0,51.0,1.33,1.67,10.0,23.0,9.67,11.33,5.33,6.0,11.67,24.0,8.33,10.67,5.0,5.67,0.62,0.67,0.8,0.43,0.89,0.85,0.49,0.78,0.88,Bantamweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,3,0,5.0,3.0
58,win,Macy Chiasson,Shanna Young,67,65, Orthodox,135,29.01,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.67,0.0,26.67,47.33,33.33,55.33,0.0,0.67,21.33,38.0,4.67,8.0,0.67,1.33,16.0,36.0,10.67,11.33,0.0,0.0,0.56,0.6,0.0,0.56,0.5,0.58,0.44,0.94,0.0,Macy Chiasson,61,72,,135,28.58,1.0,3.0,0.0,-1.0,31.37,0.64,0.64,1.59,0.64,37.62,67.58,64.39,100.1,0.0,3.19,21.68,48.14,14.98,18.17,0.96,1.28,11.16,28.37,11.16,15.94,15.3,23.27,0.56,0.64,0.0,0.45,0.75,0.82,0.39,0.7,0.66,Women's Bantamweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,3,1,1.0,5.0
59,win,Raulian Paiva,Raulian Paiva,68,69, Orthodox,125,24.35,2.0,0.0,0.0,-2.0,17.93,0.0,0.56,0.56,0.0,39.04,110.99,43.5,115.45,0.0,2.23,21.75,85.89,11.71,18.96,5.58,6.13,35.69,103.18,0.56,2.23,2.79,5.58,0.35,0.38,0.0,0.25,0.91,0.62,0.35,0.25,0.5,Mark De La Rosa,66,65, Orthodox,135,25.48,3.0,2.0,0.0,-2.0,58.68,0.0,0.17,0.17,0.0,30.5,84.19,40.05,95.09,0.51,2.9,21.13,70.89,4.26,5.79,5.11,7.5,24.54,75.66,3.41,5.45,2.56,3.07,0.36,0.42,0.18,0.3,0.68,0.74,0.32,0.62,0.83,Flyweight,0.0,"Rio Rancho, New Mexico, USA",6449.0,3,0,3.0,6.0
60,win,Jon Jones,Jon Jones,76,84, Orthodox,205,32.58,1.0,19.0,1.0,3.0,315.25,0.16,0.32,0.92,0.0,43.11,74.86,54.81,87.58,1.27,2.73,20.81,45.2,10.44,13.83,11.86,15.83,27.03,53.2,7.77,10.72,8.31,10.94,0.58,0.63,0.47,0.46,0.75,0.75,0.51,0.72,0.76,Dominick Reyes,76,77, Southpaw,205,30.14,0.0,6.0,0.0,6.0,38.769999999999996,1.03,0.26,0.52,0.0,50.3,95.43,56.23,102.4,0.26,1.55,26.05,64.22,11.86,17.8,12.38,13.41,35.85,76.35,8.51,10.32,5.93,8.77,0.53,0.55,0.17,0.41,0.92,0.67,0.47,0.82,0.68,Light Heavyweight,1.0,"Houston, Texas, USA",17401.0,5,0,22.0,7.0
61,win,Valentina Shevchenko,Valentina Shevchenko,65,66, Southpaw,125,31.95,2.0,7.0,0.0,4.0,154.33,0.06,0.26,1.17,0.06,30.2,60.71,54.49,86.18,1.3,2.53,18.08,43.41,4.02,6.61,8.1,10.69,19.18,47.37,3.3,4.41,7.71,8.94,0.5,0.63,0.51,0.42,0.76,0.61,0.4,0.75,0.86,Katlyn Chookagian,69,68, Orthodox,125,31.13,2.0,6.0,0.0,2.0,120.0,0.08,0.08,0.0,0.0,43.5,131.92,54.75,144.08,0.0,1.33,26.5,107.83,9.58,15.08,7.42,9.0,40.25,127.08,2.33,3.67,0.92,1.17,0.33,0.38,0.0,0.25,0.82,0.64,0.32,0.64,0.79,Women's Flyweight,1.0,"Houston, Texas, USA",17401.0,5,0,10.0,9.0
62,win,Justin Tafa,Juan Adams,77,80, Orthodox,265,28.08,2.0,1.0,0.0,-2.0,26.72,0.0,0.0,1.5,0.0,63.62,125.75,86.45,149.33,0.75,1.12,49.78,110.78,10.85,11.6,2.99,3.37,34.06,89.82,16.09,19.09,13.47,16.84,0.51,0.58,0.67,0.45,0.89,0.94,0.38,0.84,0.8,Justin Tafa,72,74, Southpaw,264,26.17,1.0,0.0,0.0,-1.0,2.17,0.0,0.0,0.0,0.0,27.65,41.47,78.34,92.17,0.0,0.0,23.04,36.87,4.61,4.61,0.0,0.0,9.22,13.82,18.43,27.65,0.0,0.0,0.67,0.85,0.0,0.62,0.0,1.0,0.67,0.67,0.0,Heavyweight,0.0,"Houston, Texas, USA",17401.0,3,1,4.0,2.0
